#v1,v2,v3,v4,v5,v6,v7,v8,v9,z
0.585019776091443,0.48267390512333497,0.6144369353110066,0.8254437688634733,0.6378265814992253,0.6209122759632167,0.6425472806986625,0.1,0.4035917463395329,7.984439281
0.851892553027493,0.10652289078749924,0.7358794847718277,0.7680452771927708,0.6320801419242758,0.695420581285861,0.6828389725635974,0.1,0.5240169662837691,7.678249695
0.5124970852233243,0.456258105706578,0.32479354410502176,0.1058827465494831,0.36972655815441324,0.6651922199571196,0.38435884801053155,0.1,0.1576533827830642,1.310445118
0.7748553447311567,0.1588439681697652,0.3680123497163986,0.21655466277609173,0.512540360838461,0.3644753541041308,0.5615474103700216,0.1,0.17634768637667575,2.819381711
0.7769734153247548,0.6163251971861693,0.6082482076893397,0.8968708027641437,0.5040500946602149,0.5055263583347954,0.49577274011351014,0.1,0.40536578210617014,8.185281262
0.8098360862506988,0.84383382433119,0.3446859437144854,0.10147572983983941,0.45247230210639944,0.2875134139379344,0.4172879060693646,0.1,0.17437703643002625,3.624969284
0.2843691674387354,0.8784122163382871,0.3723331755947815,0.1444549912957733,0.564458884874946,0.5541147124649426,0.5219267810752924,0.9,0.1927966829560609,5.041766171
0.24006767926902947,0.19460669775074746,0.5541637847026545,0.7102333945186452,0.3760010864362684,0.5883749701049731,0.42178907835167434,0.1,0.321086952087004,5.287696395
0.6343871034110261,0.7457310719045606,0.6591527069472237,0.7710105790893601,0.6296314731396682,0.30349826401729774,0.6004550662335544,0.1,0.4801675704041036,7.855107264
0.1059083243708865,0.41364197420196314,0.6018265414802869,0.8214499928927458,0.4636079532007783,0.36695773985520397,0.480021511421558,0.1,0.3843451515581674,7.479525068
0.5550366871670583,0.7561280182201723,0.6375159318506749,0.8810928790098246,0.612120431172364,0.43630552478293083,0.582494917238241,0.1,0.4521070329846879,9.009632404
0.5516979350433909,0.7019865163942169,0.7622790440804258,0.8282627021874707,0.533639921350714,0.5152363139963135,0.5133222770570101,0.9,0.628275787087295,11.50326258
0.4915931500311991,0.7066693417565989,0.6962382994418673,0.8675869068245662,0.3380379001466879,0.5126608865948991,0.32278626247736103,0.9,0.5286245393976207,9.806544288
0.8622082215861847,0.6750637811658521,0.7989386649526083,0.8405432910731523,0.4085282790202107,0.407590622772118,0.3940325631459004,0.1,0.6849268630945157,12.64562548
0.7906988598902855,0.6503867328451957,0.3954094045726302,0.21207942304442606,0.5812933885342351,0.47351794171659023,0.5653550292814394,0.9,0.20397379466375476,4.89560498
0.7289165554843892,0.28020275511585957,0.7570705855747537,0.8781396188250596,0.5191531593035104,0.33168118474273955,0.5520342048351244,0.1,0.572360713428601,8.752479184
0.6013547797611465,0.5995738811443698,0.7951569453905181,0.6915405037409479,0.5480359065770903,0.3318149191455286,0.5385966188850918,0.1,0.669071945707369,12.65605563
0.7210210253951944,0.3726303283965694,0.8960648160136977,0.7146909548170319,0.4961469253386195,0.45720500438439904,0.518725033038489,0.1,0.8086196426119915,12.72199437
0.8723966500610186,0.4432946297683009,0.44795381946545776,0.19616124512175698,0.4272372027142215,0.5912778799221037,0.44236732537117396,0.9,0.23767203846541676,4.43458928
0.16638993566938587,0.6089530380452373,0.7605655135420194,0.7239633411559587,0.5700849327880004,0.5336606462225503,0.5590105741576048,0.1,0.6149260765570176,9.988416761
0.8745792809514483,0.7807999041801836,0.5904605292397144,0.7877916465389713,0.258694979651586,0.5928172990455651,0.23584566013120215,0.1,0.39472204815185674,7.491905165
0.41473244039756896,0.5246891138379759,0.20155422036015297,0.21873392810126996,0.6125808737673667,0.5626388800514441,0.6130218843144359,0.1,0.11196658838314913,0.942670188
0.6426844548606325,0.8604238266074317,0.18907244132179446,0.15774155381381,0.5185223143024043,0.7026357712132765,0.4787930770444824,0.1,0.1099072194535271,3.086750033
0.8097190401214521,0.3598900105040036,0.818427046955885,0.8280122958616848,0.5643729863980517,0.6504033900264491,0.5857558765015402,0.1,0.6754388583653526,11.70632882
0.8889124729983304,0.4515666884152787,0.8982029479993672,0.8782219397538634,0.32910499784338637,0.2579132369252236,0.3445427340259355,0.1,0.8255870344800854,13.33315135
0.6048763698536945,0.7071878188458017,0.2406810329569543,0.19325089626314385,0.594344574376876,0.6553165020466624,0.5723901308019276,0.1,0.12389527012514441,2.756825433
0.3025191627726498,0.7886661132402629,0.16324437392492933,0.23051842712481038,0.5096552783902786,0.44971285806828787,0.4775113618286174,0.9,0.10492473010436898,3.007039068
0.833997817086476,0.5446508539424911,0.6893279993047801,0.7062629389054472,0.5327437083336889,0.6320640595426044,0.5327873850704812,0.1,0.504027094446646,7.992097412
0.2717414369559722,0.1705138405690159,0.6680955731535143,0.7483796735510728,0.5275099605785522,0.7000904317536168,0.5727973763827563,0.1,0.4438539466776178,7.41833381
0.5329873112312397,0.8580255419198092,0.47425911760331085,0.17383757712011794,0.4860057385489309,0.6979740840795797,0.4472874094435285,0.1,0.2744688289131202,5.125025474
0.11175126851157416,0.5393652889593354,0.3175921193541127,0.19266928908190667,0.589010478366614,0.8059182815961999,0.5870513105123589,0.1,0.15505062834994623,2.743812361
0.5443951888599445,0.4870524593486112,0.15301252180364067,0.17470928928212145,0.44746475616095227,0.5573569457365308,0.45569548373612934,0.9,0.1032399744089783,2.397855113
0.7216083695014189,0.6994650793915045,0.6416859224085412,0.7519832264762024,0.5716612322334435,0.49695454581122267,0.5509478057852515,0.1,0.4532402744353472,8.962531885
0.4216720637115776,0.6012832187902885,0.19009667929587176,0.15630157064573008,0.5665463812468345,0.5858787276831903,0.5584600720148967,0.1,0.10958451459376478,1.786838336
0.45183844995824807,0.8017722544165001,0.2484953501995184,0.13640829572482793,0.386696726603015,0.47778993869175557,0.3579797485473166,0.9,0.1271675523589482,4.392092206
0.6761477859568649,0.6289927458028006,0.18107681516592986,0.18335639858483438,0.4630975683024684,0.33794041830502675,0.4541056645583842,0.9,0.1078115279348326,3.968163466
0.6705274177451156,0.5563266410464183,0.3953508800040748,0.23048971459351084,0.4927153551594662,0.7851571906928565,0.49153378897710975,0.9,0.20178513142133264,4.884096553
0.4059302907039276,0.8025458441636195,0.567000075764806,0.7158625255408668,0.4655161701758449,0.3228356539218378,0.4350623470132112,0.9,0.36844852996108113,7.473941642
0.7446624764557714,0.6354759464407886,0.5045240611963662,0.8616141734543311,0.40817767480889944,0.3319122630071631,0.39922981265071267,0.9,0.29428793551151694,7.450136527
0.8482430932364993,0.40958163749119236,0.5994465055435807,0.6556635176900978,0.25697077375819966,0.32727450480316833,0.2811747048966814,0.9,0.38139002229274266,7.847980385
0.6272430679759886,0.1721649715982128,0.18594367827019417,0.22183606064430886,0.2811981369713874,0.3858682421188382,0.3344729354497713,0.1,0.10789120045871148,0.030449904
0.379716518832358,0.7558926665985825,0.8910267450365396,0.6872702907208885,0.6782805701815723,0.7208316289250952,0.6461503774831187,0.1,0.8624150668860001,15.06156915
0.5192876094882726,0.8052057484846671,0.13539120999456453,0.14764437226908333,0.5650822271065862,0.5265585249382008,0.5310379209474498,0.1,0.10155211496363567,1.82887865
0.6807435949383369,0.6016374687817247,0.7152965272668501,0.788539622151697,0.5270919230396437,0.6517050260448208,0.5196589307524363,0.9,0.5460550912013337,9.498607154
0.7826752364480292,0.8574917298182112,0.8748299408343323,0.7014015028433086,0.46842473763039816,0.4945248816950597,0.43091313696859246,0.1,0.8474738110309242,14.83993282
0.6213099241932276,0.6943176735857773,0.3814097355255639,0.1776042585817999,0.5653274385052222,0.6929011313132729,0.5447767724960687,0.1,0.19526682816417282,4.137326249
0.3850166250936028,0.7182078140692179,0.2863973262111461,0.13414296406795942,0.3072177710687628,0.4404344192643994,0.2893086824939501,0.9,0.1420319330872402,4.200283502
0.3471577200043381,0.12562262471382932,0.19516599218835468,0.18264953379317428,0.4987642494852744,0.572395213934261,0.5512642500512883,0.9,0.10956255170830453,2.936393378
0.1891920260224333,0.45191881743683815,0.7461725313825018,0.6532488292520777,0.6354089092385401,0.5991709639083381,0.643285511426486,0.1,0.5755816577611991,9.152340842
0.7628408027633358,0.26700552828797564,0.31571606458819806,0.21383782951377855,0.4831885669708743,0.3994774533130321,0.5173133080386049,0.1,0.15078788855933842,1.548418627
0.5013969225852898,0.6353601014671993,0.6125485097518454,0.6991989208971963,0.49130488853213905,0.5994522780746637,0.4802059651846313,0.9,0.41186219889849474,9.342393261
0.16163067603228265,0.8259680586738707,0.8949921833235671,0.7926914472916048,0.6342572161147377,0.4880501259838209,0.5956341781184559,0.1,0.8816627985917539,15.14537522
0.4047429363960957,0.6174690242354024,0.5034579408401068,0.6486462103246157,0.4624118751233839,0.5174521111519143,0.4544334532607113,0.1,0.2924984989778386,5.792210149
0.1579562946582802,0.17710335782346587,0.8430068191196597,0.6413451395142175,0.5026545949773267,0.35435858450949287,0.5489412353285935,0.1,0.6890831690649512,10.06088253
0.8077934130658151,0.49309988471528265,0.37003321407323475,0.14304541253591868,0.4200155503902566,0.3019891074023999,0.4295710972169493,0.1,0.18388248450206277,2.770967306
0.8790954341114745,0.18531283585357922,0.49215530000278584,0.10782483923456795,0.5713937904067596,0.6478772534074824,0.6153559607639785,0.1,0.2644763434822368,4.030716196
0.1549824405694068,0.1586958124211042,0.6415421772644734,0.6867560111133241,0.5563072544983927,0.4290307205362185,0.6018980893472352,0.1,0.41156053853597807,6.215863055
0.3747839408114335,0.2836355888820845,0.24706347469961543,0.10940756140680427,0.4493728020337663,0.5213711841971446,0.4824857281171385,0.9,0.12371126735935456,1.385923387
0.15529291853198376,0.3654814313489275,0.6325759548532714,0.833546288632875,0.5147769065698828,0.41599278291147423,0.5372984374092599,0.1,0.4166766272264877,7.909210991
0.3232941289449943,0.7423061457543305,0.33594278054332927,0.12220381937966461,0.4895998944628438,0.2818815557835079,0.4649573700923336,0.1,0.16767959250176417,3.932119011
0.583914756251721,0.8732275975157922,0.2685287666076932,0.19194501335802255,0.6631308370771739,0.27420991741602013,0.6170029763939299,0.1,0.13551723433623436,3.446001028
0.7254523862903648,0.5780907493378572,0.8265040952926997,0.89715656608819,0.7556255579720449,0.5820203399615085,0.7441923949260698,0.1,0.7185767648175496,11.31619824
0.8580884442654627,0.2876652995881962,0.7164411621834434,0.82161717403369,0.7071158899690182,0.535577748750268,0.7341899690899982,0.1,0.5165023928097979,7.735660538
0.8613752235359419,0.8922675881226974,0.5644170922309014,0.6803651682206302,0.4608671861116007,0.4489705641009266,0.41785703172788147,0.1,0.37055123608873863,7.897345098
0.23932144678887804,0.8670078853658202,0.8220931715913409,0.6697394538259569,0.7089053133515022,0.4197331083958866,0.6640139274916147,0.9,0.7504992359592426,13.72436244
0.1407334856976196,0.8741958682866505,0.8088824065253769,0.6834869747380846,0.5730607148680236,0.4218484371898462,0.5293079998345336,0.1,0.7278638134685494,13.93857468
0.5890675646728839,0.37158544659301795,0.5247967284418031,0.8130432977264604,0.3277416069777129,0.31948645741985027,0.35436577809162906,0.1,0.30178304921068033,5.621449795
0.1497607932448567,0.7795049600281218,0.5751856704692774,0.8714506447451141,0.6447919123564628,0.44022313490913045,0.6123915221380425,0.1,0.37657807830542434,8.353440873
